variable,description,province_code,province_name_cn,year,value,unit,source_file,source_sheet,source_range
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2040,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2041,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2042,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2043,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2044,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2045,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2046,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2047,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2048,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2049,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2050,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2051,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2052,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2053,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2054,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2055,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2056,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2057,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2058,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2059,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",qh,青海,2060,8.410256410256411e-05,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2021,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2022,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2023,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2024,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2025,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2026,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2027,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2028,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2029,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2030,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2031,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2032,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2033,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2034,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2035,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2036,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2037,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2038,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2039,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2040,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2041,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2042,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2043,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2044,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2045,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2046,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2047,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2048,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2049,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2050,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2051,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2052,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2053,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2054,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2055,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2056,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2057,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2058,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2059,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",nx,宁夏,2060,0,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2021,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2022,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2023,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2024,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2025,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2026,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2027,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2028,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2029,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2030,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2031,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2032,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2033,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2034,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2035,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2036,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2037,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2038,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2039,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2040,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2041,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2042,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2043,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2044,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2045,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2046,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2047,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2048,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2049,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2050,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2051,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2052,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2053,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2054,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2055,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2056,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2057,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2058,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2059,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
MAXore,"Domestic iron ore available in model, converted to imported-ore equivalent",xj,新疆,2060,0.08341015384615386,100 million tonnes (imported-ore equivalent),input-MR-demand.xlsx,ore,ore!A44:AO74
matP[ore],Iron ore material price used in MATC,bj,北京,2021,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2022,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2023,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2024,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2025,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2026,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2027,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2028,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2029,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2030,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2031,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2032,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2033,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2034,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2035,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2036,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2037,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2038,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2039,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2040,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2041,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2042,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2043,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2044,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2045,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2046,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2047,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2048,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2049,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2050,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2051,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2052,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2053,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2054,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2055,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2056,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2057,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2058,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2059,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,bj,北京,2060,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2021,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2022,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2023,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2024,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2025,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2026,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2027,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2028,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2029,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2030,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2031,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2032,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2033,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2034,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2035,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,tj,天津,2036,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
